Track Name,Album_Name,Song_Type,Artist Name(s),Language,Release Year,Mood,Genre_category,Duration (mins),Popularity,Stream Category,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Nagumomu Thaarale ,Radhe Shyam,Movie,Sid Sriram;Justin Prabhakaran,Telugu,2021,Romantic,Soul,4.9,54,Medium,T-Series,0.61,0.399,-9.778,0.0384,0.479,0,0.105,0.281,129.957
Baguntundhi Nuvvu Navvithe ,Atithi Devobhava,Movie,Shekar Chandra;Sid Sriram;Nutana Mohan;Bhaskarabhatla,Telugu,2021,Romantic,Soul,3.71,56,Medium,Sony Music Entertainment India Pvt. Ltd.,0.76,0.443,-9.128,0.0426,0.504,0.000797,0.0957,0.632,123.959
Leharaayi,Most Eligible Bachelor,Movie,Sid Sriram,Telugu,2021,Happy,Pop,4.08,52,Medium,Aditya Music,0.78,0.608,-7.62,0.061,0.245,0.0000414,0.0947,0.476,91.975
Antha Ishtam,Bheemla Nayak,Movie,K. S. Chithra,Telugu,2021,Energetic,Dance,3.6,0,Low,Aditya Music,0.491,0.563,-7.23,0.0516,0.884,0.0197,0.219,0.659,151.687
Srivalli,Pushpa - The Rise,Movie,Sid Sriram,Telugu,2021,Energetic,Dance,3.68,0,Low,Aditya Music,0.82,0.581,-5.655,0.0438,0.494,0,0.362,0.681,106.965
Premantey Enti,Pelli SandaD,Movie,Haricharan;Shweta Pandit,Telugu,2021,Romantic,Soul,3.59,0,Low,Aditya Music,0.809,0.676,-9.743,0.0798,0.672,0.00000253,0.492,0.728,124.014
Madhura Nagari,Pelli SandaD,Movie,Sreenidhi Nayana Nair;Kala Bhairava,Telugu,2021,Happy,Pop,3.58,0,Low,Aditya Music,0.731,0.637,-9.253,0.0784,0.42,0.0000253,0.136,0.473,81.989
Chitti ,Jathi Ratnalu,Movie,Ram Miriyala;Radhan;Ramajogayya Sastry,Telugu,2021,Happy,Pop,3.07,1,Low,Lahari Music,0.572,0.679,-7.239,0.536,0.246,0,0.0835,0.838,208.196
Sandalle Sandalle ,Sreekaram,Movie,Mickey J. Meyer;Anurag Kulkarni;Mohana Bhogaraju;Sanapati Bharadwaj Patrudu,Telugu,2021,Romantic,Soul,3.72,42,Medium,Sony Music Entertainment India Pvt. Ltd.,0.673,0.845,-6.584,0.0431,0.471,0.00000105,0.203,0.812,84.022
Puttene Prema,Gully Rowdy,Movie,Ram Miriyala,Telugu,2021,Romantic,Soul,3.76,58,Medium,Saregama,0.797,0.61,-9.074,0.157,0.554,0.000963,0.175,0.756,95.134
Vastunna Vachestunna ,V,Movie,Shreya Ghoshal;Amit Trivedi;Anurag Kulkarni,Telugu,2020,Energetic,Dance,3.53,52,Medium,Aditya Music,0.624,0.386,-10.502,0.0764,0.544,0.0047,0.118,0.269,180.166
Nee Kannu Neeli Samudram ,Uppena,Movie,Javed Ali;Devi Sri Prasad,Telugu,2020,Romantic,Soul,5.21,55,Medium,Aditya Music,0.809,0.665,-5.495,0.036,0.469,0.0000108,0.153,0.959,140.96
Manasa Manasa - Telugu,Most Eligible Bachelor,Movie,Sid Sriram;Gopi Sundar,Telugu,2020,Romantic,Soul,4.22,54,Medium,Aditya Music,0.653,0.577,-6.858,0.0374,0.379,0.0000931,0.104,0.358,113.108
Manasu Maree,V,Movie,Amit Trivedi;Shashaa Tirupati;Yazin Nizar,Telugu,2020,Happy,Pop,4.46,64,Medium,Aditya Music (India) Pvt Ltd,0.695,0.502,-6.552,0.0315,0.767,0.00416,0.106,0.511,120.076
Ay Pilla,Love Story,Movie,Haricharan,Telugu,2020,Happy,Pop,4.23,43,Medium,Aditya Music,0.503,0.554,-12.085,0.0356,0.35,0.0000143,0.0963,0.386,140.003
Neeli Neeli Aakasam ,30 Rojullo Preminchadam Ela,Movie,Sid Sriram;Sunitha;Anup Rubens;Chandra Bose,Telugu,2020,Romantic,Soul,4.72,50,Medium,T-Series,0.678,0.694,-4.865,0.0866,0.674,0,0.0964,0.631,95.072
Life Of Ram,Jaanu,Movie,Govind Vasantha;Pradeep Kumar,Telugu,2020,Calm,Acoustic,6.07,65,Medium,Aditya Music (India) Pvt Ltd,0.661,0.559,-8.829,0.0505,0.207,0.000119,0.116,0.388,90.008
Oo Baava,Prati Roju Pandaage,Movie,Hari Teja;Satya Yamini;Mohana Bhogaraju;Thaman S;KK,Telugu,2019,Happy,Pop,3.98,48,Medium,MRT Music,0.582,0.73,-7.058,0.0772,0.36,0.00959,0.077,0.485,176.008
Buttabomma,Ala Vaikunthapurramuloo,Movie,Armaan Malik,Telugu,2019,Romantic,Soul,3.31,0,Low,Aditya Music,0.666,0.644,-8.964,0.145,0.753,0.000262,0.124,0.89,115.1
Samajavaragamana,Ala Vaikunthapurramuloo,Movie,Sid Sriram,Telugu,2019,Calm,Acoustic,3.66,0,Low,Aditya Music,0.568,0.663,-6.179,0.0345,0.91,0.0000482,0.124,0.808,165.203
Undipova,Savaari,Movie,Spoorthi Jithender,Telugu,2019,Romantic,Soul,3.87,0,Low,Aditya Music,0.599,0.51,-7.519,0.0255,0.487,0,0.217,0.524,96.044
Ninnu Chuse Anandamlo,Gang Leader ,Movie,Anirudh Ravichander;Sid Sriram;Anantha Sriram,Telugu,2019,Romantic,Soul,4.88,57,Medium,Sony Music Entertainment India Pvt. Ltd.,0.68,0.729,-5.008,0.0486,0.249,0.0000135,0.115,0.412,139.959
Hoyna Hoyna ,Gang Leader,Movie,Anirudh Ravichander;Inno Genga;Anantha Sriram,Telugu,2019,Romantic,Soul,4.53,68,Medium,Sony Music Entertainment India Pvt. Ltd.,0.712,0.725,-7.167,0.0444,0.188,0.00000114,0.075,0.491,97.013
Ye Chota Nuvvunna ,Saaho,Movie,Guru Randhawa;Tulsi Kumar;Krishna Kanth,Telugu,2019,Happy,Pop,3.24,57,Medium,T-Series,0.725,0.675,-6.225,0.0444,0.116,0.0000439,0.099,0.641,92.017
Kadalalle,Dear Comrade,Movie,Sid Sriram;Aishwarya Ravichandran;Justin Prabhakaran;Rehman,Telugu,2019,Romantic,Soul,4.35,0,Low,Lahari Music,0.352,0.296,-9.379,0.0291,0.848,0.0000012,0.209,0.49,96.394
Gira Gira Gira,Dear Comrade,Movie,Gowtham Bharadwaj;Yamini Ghantasala;Justin Prabhakaran;Rehman,Telugu,2019,Calm,Acoustic,4.71,0,Low,Lahari Music,0.77,0.472,-7.401,0.0377,0.565,0.00000271,0.152,0.659,139.924
Naalo Maimarapu,Oh Baby,Movie,Mohana Bhogaraju,Telugu,2019,Calm,Acoustic,3.81,47,Medium,Aditya Music,0.724,0.292,-11.83,0.0385,0.787,0.216,0.0892,0.67,87.989
Choti Choti Baatein,Maharshi,Movie,Devi Sri Prasad,Telugu,2019,Happy,Pop,4.42,36,Low,Aditya Music,0.901,0.587,-6.837,0.0579,0.585,0.0000302,0.0418,0.814,92.026
Arerey Manasa ,Falaknuma Das,Movie,Vivek Sagar;Sid Sriram;Kittu Vissapragada,Telugu,2019,Romantic,Soul,5.03,68,Medium,Sony Music Entertainment India Pvt. Ltd.,0.267,0.55,-7.417,0.0352,0.365,0.000337,0.109,0.423,89.121
Adhento Gaani Vunnapaatuga,Jersey,Movie,Anirudh Ravichander,Telugu,2019,Happy,Pop,3.95,49,Medium,Zee Music Company,0.468,0.725,-5.103,0.0447,0.123,0,0.193,0.316,79.024
Prema Vennela,Chitralahari ,Movie,Devi Sri Prasad;Sudharshan Ashok;Sreemani,Telugu,2019,Happy,Pop,3.63,51,Medium,Sony Music Entertainment India Pvt. Ltd.,0.673,0.63,-8.748,0.0338,0.534,0.0000205,0.0454,0.744,80.002
Priyathama Priyathama,Majili,Movie,Chinmayi,Telugu,2019,Romantic,Soul,4.1,0,Low,Aditya Music,0.71,0.529,-9.729,0.0391,0.743,0.00577,0.183,0.505,130.036
Anaganaganaga,Aravindha Sametha ,Movie,Armaan Malik,Telugu,2018,Energetic,Dance,4.79,52,Medium,Zee Music Company,0.667,0.85,-5.909,0.0312,0.651,0.0895,0.0889,0.744,105.039
Maate Vinadhuga,Taxiwaala,Movie,Sid Sriram,Telugu,2018,Calm,Acoustic,4.94,2,Low,Aditya Music,0.631,0.582,-9.367,0.0536,0.216,0,0.17,0.493,159.959
Undiporaadhey,Hushaaru,Movie,Sid Sriram,Telugu,2018,Romantic,Soul,2.9,2,Low,Aditya Music,0.685,0.24,-8.65,0.0397,0.789,0.00000397,0.127,0.577,177.706
Emo Emo Emo,Devadas,Movie,Sid Sriram;Ramya Behara,Telugu,2018,Happy,Pop,4.43,0,Low,Aditya Music,0.183,0.405,-6.293,0.029,0.844,0,0.0629,0.279,178.705
Asha Pasham,Care Of Kancharapalem,Movie,Anurag Kulkarni,Telugu,2018,Calm,Acoustic,4.33,0,Low,Aditya Music,0.469,0.439,-8.204,0.0413,0.803,0,0.198,0.531,179.474
Yenti Yenti ,Geetha Govindam,Movie,Chinmayi,Telugu,2018,Romantic,Soul,3.32,0,Low,Aditya Music,0.752,0.538,-6.795,0.0483,0.285,0.000258,0.0856,0.489,75.007
Egiregire,Shailaja Reddy Alludu,Movie,Sid Sriram;Lipsika,Telugu,2018,Happy,Pop,3.18,0,Low,Aditya Music,0.646,0.741,-5.215,0.0498,0.521,0,0.125,0.537,88.468
Yentha Sakkagunnave ,Rangasthalam,Movie,Devi Sri Prasad,Telugu,2018,Romantic,Soul,4.37,0,Low,Lahari Music,0.883,0.553,-8.468,0.068,0.498,0.0000111,0.156,0.667,132.058
Inkem Inkem Inkem Kaavaale ,Geetha Govindam,Movie,Gopi Sundar;Sid Sriram,Telugu,2018,Romantic,Soul,4.45,0,Low,Aditya Music,0.81,0.523,-5.567,0.0479,0.422,0,0.0839,0.6,136.951
Vachindamma,Geetha Govindam,Movie,Gopi Sundar;Sid Sriram,Telugu,2018,Romantic,Soul,4.17,72,Medium,Aditya Music (India) Pvt Ltd,0.821,0.6,-6.308,0.0326,0.49,0.0000174,0.104,0.796,123.919
Aagi Aagi,Ee Nagaraniki Emaindi,Movie,Anurag Kulkarni;Manisha Eerabathini,Telugu,2018,Happy,Pop,6.8,0,Low,Aditya Music,0.587,0.411,-8.245,0.0336,0.574,0.0000179,0.121,0.609,133.066
Bharat Ane Nenu (The Song Of Bharat),Bharat Ane Nenu,Movie,David Simon;Devi Sri Prasad;Ramajogayya Sastry,Telugu,2018,Energetic,Dance,5.42,0,Low,Lahari Music,0.715,0.633,-7.373,0.0276,0.498,0.0275,0.136,0.578,119.997
Ide Kalala Vunnadhe,Bharat Ane Nenu,Movie,Andrea Jeremiah;Devi Sri Prasad;Ramajogayya Sastry,Telugu,2018,Happy,Pop,4.67,0,Low,Lahari Music,0.852,0.719,-3.919,0.0358,0.392,0.00346,0.151,0.966,127.02
Beautiful Love,Naa Peru Surya Naa Illu India,Movie,Armaan Malik;Chaitra Ambadipudi,Telugu,2018,Romantic,Soul,4.85,49,Medium,Aditya Music,0.661,0.534,-8.432,0.0504,0.654,0.0152,0.0769,0.785,75.018
Allasani Vaari,Tholi Prema,Movie,Shreya Ghoshal,Telugu,2018,Happy,Pop,4.94,0,Low,Aditya Music,0.597,0.739,-6.636,0.0947,0.654,0.000361,0.0924,0.587,171.985
Toliprema,Tholi Prema,Movie,Kala Bhairava,Telugu,2018,Romantic,Soul,4.05,0,Low,Aditya Music,0.467,0.701,-5.706,0.0384,0.827,0,0.108,0.264,125.923
Pillaa Raa,RX 100,Movie,Anurag Kulkarni,Telugu,2018,Romantic,Soul,3.92,68,Medium,Saregama,0.414,0.591,-7.568,0.136,0.623,0.00000994,0.229,0.62,185.922
Mandaara,Bhaagamathie,Movie,Shreya Ghoshal,Telugu,2018,Romantic,Soul,4.82,56,Medium,Saregama,0.56,0.602,-7.859,0.0428,0.489,0,0.119,0.349,86.029
Evare,Premam,Movie,Vijay Yesudas,Telugu,2016,Romantic,Soul,03:58,1,Low,Aditya Music,0.462,0.456,-11.408,0.0302,0.773,0,0.087,0.403,82.499
Naatu Naatu ,RRR,Movie,Rahul Sipligunj;Kala Bhairava;M. M. Keeravaani;Chandra Bose,Telugu,2021,Energetic,Dance,04:35,58,Medium,T-Series,0.405,0.988,-3.843,0.0992,0.355,0.113,0.0815,0.703,160.052
Massa Massa ,Peddi (TAMIL),Movie,A.R. Rahman;Adithya RK;Vivek,Tamil,2026,Energetic,Dance,3.7,43,Medium,T-Series,0.641,0.778,-7.289,0.0431,0.216,0.00213,0.0776,0.549,139.981
Chikiri Chikiri ,Peddi (TAMIL),Movie,A.R. Rahman;A. R. Ameen;Vivek,Tamil,2026,Happy,Pop,4.55,43,Medium,T-Series,0.817,0.775,-6.678,0.101,0.197,0,0.145,0.731,115.009
Hellallallo ,Peddi (TAMIL),Movie,A.R. Rahman;Andrea Jeremiah;Rakshita Suresh;Kavinger Snekan,Tamil,2026,Energetic,Dance,3.8,39,Low,T-Series,0.803,0.72,-5.536,0.0585,0.0331,0,0.0708,0.49,125
Athu Thalore,Karuppu ,Movie,Sai Abhyankkar;Ananya Chakraborty;Adesh Krishna,Tamil,2026,Energetic,Dance,3.85,60,Medium,Think Music,0.542,0.786,-5.581,0.0381,0.295,0.000216,0.179,0.311,129.63
Goindhamma ,Meesaya Murukku 2,Movie,Hiphop Tamizha;Kaushik Krish;Gana Vinoth;Gana Ulagam Dharani;Gana Sudhakar,Tamil,2026,Energetic,Dance,3.22,59,Medium,Saregama India Ltd,0.566,0.969,-4.851,0.356,0.415,0,0.117,0.862,139.968
Raga of Revenge ,DC,Movie,Anirudh Ravichander,Tamil,2026,Energetic,Dance,2.19,81,High,Sun Pictures,0.53,0.919,-4.34,0.0812,0.191,0.00437,0.677,0.143,119.977
Karuppa Kooda Va ,Karuppu,Movie,Sai Abhyankkar;V.M. Mahalingam;Pa. Vijay,Tamil,2026,Romantic,Soul,4.17,75,High,Think Music,0.46,0.745,-7.663,0.264,0.0313,0.000388,0.0891,0.57,131.777
Vari Vari ,Unna Kaadhaliche,Movie,Dhee;Santhosh,Tamil,2026,Romantic,Soul,3.36,67,Medium,Visva Records,0.805,0.522,-6.66,0.217,0.677,0.0000692,0.134,0.695,120.667
Raathu Raasan ,Karuppu,Movie,Sai Abhyankkar;V.M. Mahalingam;Paal Dabba;Vivek,Tamil,2026,Energetic,Dance,3.26,74,Medium,Think Music,0.598,0.802,-6.643,0.179,0.302,0.0000569,0.0654,0.663,113.009
Dheema,Love Insurance Kompany ,Movie,Anirudh Ravichander;Vignesh Shivan,Tamil,2026,Romantic,Soul,3.92,71,Medium,Sony Music Entertainment India Pvt. Ltd.,0.46,0.499,-7.734,0.0295,0.371,0,0.108,0.199,97.976
Adaavadi,Love Insurance Kompany ,Movie,Anirudh Ravichander;Mathichiyam Bala;Rokesh;Heisenberg;Vignesh Shivan,Tamil,2026,Energetic,Dance,3.24,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.745,0.906,-4.013,0.245,0.347,0.00000929,0.0687,0.83,87.49
Naanga Naalu Peru ,Karuppu,Movie,Sai Abhyankkar;Silambarasan TR;Asal Kolaar;Arun Srinivasan,Tamil,2026,Energetic,Dance,3.28,74,Medium,Think Music,0.555,0.933,-3.822,0.233,0.156,0.00000305,0.0648,0.825,112.44
Aasa Pulla ,Youth,Movie,G. V. Prakash;Ken Karunaas;Eshwar,Tamil,2026,Romantic,Soul,2.53,67,Medium,GV Prakash,0.852,0.513,-8.865,0.0462,0.735,0.00000561,0.106,0.845,125.067
Aaja Raja ,KH x RK Reunion,Movie,Anirudh Ravichander;Chintu,Tamil,2026,Energetic,Dance,2.13,71,Medium,Anirudh Ravichander,0.756,0.961,-2.311,0.221,0.424,0.0366,0.176,0.954,127.168
Mutta Kalakki ,Youth,Movie,G. V. Prakash;Ken Karunaas,Tamil,2026,Happy,Pop,2.77,78,High,GV Prakash,0.836,0.624,-8.884,0.161,0.651,0.0000526,0.254,0.952,130.066
Oru Pere Varalaaru ,Jana Nayagan,Movie,Anirudh Ravichander;Vishal Mishra;Vivek,Tamil,2025,Energetic,Dance,3.92,74,Medium,T-Series,0.613,0.935,-4.281,0.0628,0.0147,0,0.0857,0.367,113.015
Thalapathy Kacheri ,Jana Nayagan,Movie,Anirudh Ravichander;Thalapathy Vijay;Arivu,Tamil,2025,Energetic,Dance,3.29,76,High,T-Series,0.756,0.961,-2.362,0.342,0.179,0,0.209,0.693,142.028
God Mode ,Karuppu,Movie,Sai Abhyankkar;Gana Muthu;Vishnu Edavan,Tamil,2025,Energetic,Dance,4,78,High,Think Music,0.583,0.882,-4.194,0.265,0.185,0,0.173,0.397,78.649
Singari ,Dude,Movie,Sai Abhyankkar;Pradeep Ranganathan;Sai Smriti;Semv.iii,Tamil,2025,Romantic,Soul,3.47,74,Medium,Think Music,0.853,0.761,-5.383,0.18,0.21,0,0.152,0.86,120.033
Oorum Blood ,Dude,Movie,Sai Abhyankkar;Paal Dabba;Bhumi;Deepthi Suresh,Tamil,2025,Energetic,Dance,4,77,High,Think Music,0.698,0.631,-8.706,0.0522,0.356,0,0.16,0.515,129.987
Monica,Coolie ,Movie,Anirudh Ravichander;Sublahshini;Asal Kolaar,Tamil,2025,Happy,Pop,3.63,66,Medium,Sun Pictures,0.82,0.765,-4.949,0.192,0.0722,0.0000056,0.0491,0.608,140.101
Salambala ,Madharaasi,Movie,Anirudh Ravichander;Sai Abhyankkar;Super Subu,Tamil,2025,Happy,Pop,3.45,59,Medium,Times Music,0.705,0.862,-7.363,0.36,0.125,0.00000238,0.268,0.504,160.019
Powerhouse ,Coolie,Movie,Anirudh Ravichander;Arivu,Tamil,2025,Energetic,Dance,3.44,71,Medium,Sun Pictures,0.739,0.958,-4.31,0.179,0.0673,0.0000087,0.351,0.866,169.014
Pathikichu ,Vidaamuyarchi,Movie,Anirudh Ravichander;Yogi Sekar;Amogh Balaji,Tamil,2025,Energetic,Dance,3.48,69,Medium,Sony Music Entertainment India Pvt. Ltd.,0.631,0.865,-4.096,0.254,0.0975,0,0.43,0.65,76.073
Hukum Reloaded ,Jailer 2,Movie,Anirudh Ravichander,Tamil,2025,Energetic,Dance,1.53,53,Medium,Sun Pictures,0.57,0.889,-3.497,0.28,0.0146,0.00000291,0.236,0.373,101.909
Vazhithunaiye ,Dragon,Movie,Leon James;Sid Sriram;Sanjana Kalmanje,Tamil,2025,Romantic,Soul,3.64,70,Medium,Think Music,0.652,0.889,-5.434,0.137,0.298,0,0.173,0.71,104.848
Vaa Kannamma ,Once More,Movie,Hesham Abdul Wahab;Uthara Unnikrishnan;Vignesh Srikanth,Tamil,2025,Romantic,Soul,4.74,59,Medium,Think Music,0.624,0.856,-7.014,0.133,0.367,0.000818,0.115,0.711,130.013
Yedi ,Nilavuku En Mel Ennadi Kobam,Movie,G. V. Prakash;Vivek;Dhanush;Jonita Gandhi,Tamil,2024,Romantic,Soul,3.36,70,Medium,Wunderbar Films,0.645,0.526,-8.298,0.0249,0.302,0.000011,0.227,0.338,101.997
Uyirey ,Amaran,Movie,G. V. Prakash;Nakul Abhyankar;Ramya Bhat Abhyankar;Vivek,Tamil,2024,Romantic,Soul,3.5,52,Medium,Saregama India Ltd,0.496,0.501,-11.105,0.0292,0.164,0.0147,0.334,0.204,139.931
Hey Minnale ,Amaran,Movie,G. V. Prakash;Haricharan;Shweta Mohan;Karthik Netha,Tamil,2024,Romantic,Soul,3.83,64,Medium,Saregama India Ltd,0.683,0.609,-8.657,0.0383,0.263,0,0.375,0.423,106.024
Manasilaayo ,Vettaiyan,Movie,Anirudh Ravichander;Malaysia Vasudevan;Deepthi Suresh;Yugendran Vasudevan,Tamil,2024,Happy,Pop,3.93,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.701,0.928,-3.029,0.286,0.018,0.00293,0.074,0.451,150.889
Golden Sparrow ,Nilavuku En Mel Ennadi Kobam,Movie,G. V. Prakash;Arivu;Dhanush;Sublahshini,Tamil,2024,Happy,Pop,3.84,67,Medium,Wunderbar Films,0.92,0.851,-6.24,0.146,0.322,0.00242,0.0695,0.779,112.499
Thenkizhakku ,Vaazhai,Movie,Santhosh Narayanan;Dhee;Yugabharathi,Tamil,2024,Calm,Acoustic,4.38,60,Medium,Think Music,0.763,0.573,-6.743,0.117,0.141,0.032,0.348,0.356,96.03
Adangaatha Asuran,Raayan ,Movie,A.R. Rahman;Dhanush,Tamil,2024,Energetic,Dance,4.15,52,Medium,Sun Pictures,0.729,0.812,-5.24,0.0768,0.206,0.0000326,0.179,0.725,142.514
Come Back Indian,Indian 2 ,Movie,Anirudh Ravichander,Tamil,2024,Energetic,Dance,3.62,47,Medium,Sony Music Entertainment India Pvt. Ltd.,0.786,0.905,-5.672,0.132,0.0335,0,0.0687,0.357,114.98
Water Packet ,Raayan,Movie,A.R. Rahman;Santhosh Narayanan;Shweta Mohan;Gana Kadhar,Tamil,2024,Happy,Pop,4.1,60,Medium,Sun Pictures,0.82,0.661,-6.868,0.151,0.241,0,0.284,0.953,94.979
Paaraa ,Indian 2,Movie,Anirudh Ravichander;Shruthika Samudhrala,Tamil,2024,Energetic,Dance,4.21,49,Medium,Sony Music Entertainment India Pvt. Ltd.,0.602,0.945,-6.63,0.116,0.318,0.0000879,0.0743,0.28,116.889
Badass ,Leo,Movie,Anirudh Ravichander;Vishnu Edavan,Tamil,2023,Energetic,Dance,3.83,64,Medium,Sony Music Entertainment India Pvt. Ltd.,0.623,0.872,-5.192,0.0817,0.00735,0,0.378,0.545,93.019
Unakku Thaan,Chithha ,Movie,Santhosh Narayanan;Dhvani Kailas,Tamil,2023,Romantic,Soul,3.6,60,Medium,Think Music,0.578,0.389,-5.439,0.0304,0.875,0.00000128,0.0973,0.559,139.64
Railin Oligal ,Blue Star,Movie,Govind Vasantha;Pradeep Kumar;Shakthisree Gopalan,Tamil,2023,Calm,Acoustic,2.63,66,Medium,Think Music,0.402,0.534,-9.397,0.0565,0.518,0.0000129,0.106,0.491,115.575
Hayyoda ,Jawan,Movie,Anirudh Ravichander;Priya Mali,Tamil,2023,Romantic,Soul,3.34,64,Medium,T-Series,0.576,0.841,-5.428,0.0773,0.497,0.00559,0.178,0.457,95.149
Hukum ,Jailer,Movie,Anirudh Ravichander;Super Subu,Tamil,2023,Energetic,Dance,3.46,63,Medium,Sun Pictures,0.723,0.892,-5.758,0.164,0.102,0,0.146,0.533,101.996
Kaavaalaa ,Jailer,Movie,Anirudh Ravichander;Shilpa Rao;Arunraja Kamaraj,Tamil,2023,Happy,Pop,3.18,60,Medium,Sun Pictures,0.844,0.759,-6.829,0.0498,0.0386,0.0731,0.0813,0.479,131.913
Naa Ready ,Leo,Movie,Anirudh Ravichander;Vijay;Asal Kolaar;Vishnu Edavan,Tamil,2023,Energetic,Dance,4.14,65,Medium,Sony Music Entertainment India Pvt. Ltd.,0.726,0.805,-5.576,0.153,0.081,0.00784,0.0318,0.572,87.956
Nira,Takkar ,Movie,Nivas K Prasanna;Sid Sriram;Gautham Vasudev Menon;Malvi Sundaresan,Tamil,2023,Romantic,Soul,5.08,50,Medium,Think Music,0.671,0.766,-5.048,0.0468,0.143,0.00000133,0.208,0.56,88.013
Urugi Urugi ,Joe,Movie,Siddhu Kumar;Vignesh Ramakrishna;Anand Aravindakshan,Tamil,2023,Romantic,Soul,3.71,62,Medium,Think Music,0.331,0.507,-7.057,0.0304,0.825,0.00000111,0.0909,0.482,107.874
Naan Gaali ,Good Night,Movie,Sean Roldan;Mohan Rajan,Tamil,2023,Romantic,Soul,4.51,53,Medium,Think Music,0.565,0.58,-7.93,0.0515,0.341,0,0.552,0.514,84.874
Nee Singam Dhan,Pathu Thala ,Movie,A.R. Rahman;Sid Sriram;Vivek,Tamil,2023,Energetic,Dance,4.13,69,Medium,Sony Music Entertainment India Pvt. Ltd.,0.539,0.534,-8.31,0.0306,0.23,0.0000483,0.364,0.435,142.461
Bloody Sweet ,Leo,Movie,Anirudh Ravichander;Siddharth Basrur;Heisenberg,Tamil,2023,Energetic,Dance,2.81,55,Medium,Sony Music Entertainment India Pvt. Ltd.,0.511,0.683,-6.484,0.0427,0.00442,0.00516,0.089,0.254,123.85
Thee Thalapathy ,Varisu,Movie,Silambarasan TR;Thaman S,Tamil,2022,Energetic,Dance,4.3,64,Medium,T-Series,0.674,0.907,-5.078,0.122,0.567,0,0.259,0.828,130.011
Ranjithame ,Varisu,Movie,Thalapathy Vijay;M.M.Manasi;Thaman S,Tamil,2022,Energetic,Dance,4.78,63,Medium,T-Series,0.545,0.98,-6.464,0.129,0.666,0.00709,0.0788,0.658,124.96
Mallipoo,Vendhu Thanindhathu Kaadu ,Movie,A.R. Rahman;Madhushree,Tamil,2022,Romantic,Soul,4.09,56,Medium,Think Music,0.715,0.654,-7.266,0.336,0.196,0.000117,0.0667,0.762,175.589
Life of Pazham ,Thiruchitrambalam,Movie,Anirudh Ravichander,Tamil,2022,Calm,Acoustic,3.91,54,Medium,Sun Pictures,0.503,0.665,-6.302,0.0801,0.124,0.000155,0.175,0.597,174.974
Megham Karukatha ,Thiruchitrambalam,Movie,Dhanush;Anirudh Ravichander,Tamil,2022,Romantic,Soul,4.84,63,Medium,Sun Pictures,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.0922,0.743,149.966
Thaai Kelavi ,Thiruchitrambalam,Movie,Dhanush;Anirudh Ravichander,Tamil,2022,Happy,Pop,4.32,54,Medium,Sun Pictures,0.661,0.92,-3.469,0.188,0.0352,0.000014,0.314,0.494,82.508
Private Party ,Don,Movie,Anirudh Ravichander;Jonita Gandhi;Sivakarthikeyan,Tamil,2022,Happy,Pop,3.61,54,Medium,Sony Music Entertainment India Pvt. Ltd.,0.862,0.886,-5.423,0.123,0.184,0.00000133,0.0565,0.896,124.031
Dippam Dappam ,Kaathuvaakula Rendu Kaadhal,Movie,Anirudh Ravichander;Anthony Daasan;Vignesh Shivan,Tamil,2022,Happy,Pop,3.48,62,Medium,Sony Music Entertainment India Pvt. Ltd.,0.827,0.717,-7.755,0.111,0.0908,0.000523,0.0511,0.772,123.987
Beast Mode ,Beast,Movie,Anirudh Ravichander,Tamil,2022,Energetic,Dance,3.67,62,Medium,Sun Pictures,0.584,0.847,-5.106,0.0933,0.00105,0.000525,0.333,0.371,170.983
Arabic Kuthu ,Beast,Movie,Anirudh Ravichander;Jonita Gandhi,Tamil,2022,Happy,Pop,4.66,67,Medium,Sun Pictures,0.608,0.757,-6.945,0.164,0.259,0.00216,0.259,0.625,124.078
Bae ,Don,Movie,Anirudh Ravichander;Adithya RK;Vignesh Shivan,Tamil,2022,Romantic,Soul,4.04,60,Medium,Sony Music Entertainment India Pvt. Ltd.,0.697,0.663,-7.246,0.0486,0.0701,0.0000104,0.112,0.407,96.968
Evanda Enakku Custody ,Mahaan,Movie,Santhosh Narayanan;Vivek,Tamil,2022,Energetic,Dance,3.55,50,Medium,Sony Music Entertainment India Pvt. Ltd.,0.756,0.795,-4.679,0.397,0.014,0.0000316,0.0635,0.855,104.61
Naan Pizhai ,Kaathuvaakula Rendu Kaadhal,Movie,Anirudh Ravichander;Ravi G;Shashaa Tirupati;Vignesh Shivan,Tamil,2022,Sad,Blues,4.06,57,Medium,Sony Music Entertainment India Pvt. Ltd.,0.401,0.488,-8.417,0.0288,0.6,0,0.124,0.455,149.951
Oo Solriya Oo Oo Solriya ,Pushpa - The Rise,Movie,Devi Sri Prasad;Andrea Jeremiah;Viveka,Tamil,2021,Happy,Pop,3.72,59,Medium,Aditya Music,0.904,0.706,-6.717,0.0846,0.447,0.0851,0.197,0.486,128.038
Adiye,Bachelor ,Movie,Dhibu Ninan Thomas;Kapil Kapilan,Tamil,2021,Romantic,Soul,4.53,49,Medium,Think Music,0.707,0.453,-7.817,0.147,0.446,0,0.14,0.559,90.064
