Track Name,Album_Name,Song_Type,Artist Name(s),Language,Release Year,Mood,Genre_category,Duration (mins),Popularity,Stream Category,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Kyun Mazaa Aa Raha Hai ,Bandar,Movie,Vishal Mishra,Hindi,2026,Happy,Pop,3.17,61,Medium,Saregama India Ltd,0.513,0.543,-5.296,0.0305,0.675,0.00000352,0.117,0.437,107.688
Lutt Le Gaya,Dhurandhar,Movie,Shashwat Sachdev;Simran Choudhary,Hindi,2025,Energetic,Dance,4.23,78,High,Saregama India Ltd,0.728,0.767,-7.095,0.0384,0.000482,0.46,0.115,0.119,122.025
Toota Jo Kabhi Tara,A Flying Jatt ,Movie,Sumedha Karmahe;Atif Aslam,Hindi,2016,Romantic,Soul,5.08,75,High,Zee Music Company,0.46,0.674,-6.285,0.0356,0.422,0.0000302,0.121,0.22,139.971
Vaaroon,Mirzapur,Movie,Anand Bhaskar;Romy;Ginny Diwan,Hindi,2020,Sad,Blues,5.85,76,High,Zee Music Company,0.555,0.526,-9.507,0.0299,0.38,0.0000487,0.106,0.34,144.939
Sajde ,Lost;Found,Movie,Faheem Abdullah;Huzaif Nazar,Hindi,2024,Romantic,Soul,7.68,70,Medium,Artiste First,0.486,0.445,-10.623,0.0306,0.0477,0.000109,0.0949,0.229,144.025
Mashooqa,Mashooqa ,Movie,Pritam;Mahmood;Raghav Chaitanya;Amitabh Bhattacharya;Ruaa Kayy,Hindi,2026,Energetic,Dance,3.83,75,High,Universal Music India Pvt. Ltd. (Maddock Films Pvt. Ltd),0.64,0.95,-4.282,0.0592,0.0476,0.00000185,0.135,0.816,141.905
Sun Saathiya,ABCD 2 ,Movie,Divya Kumar;Priya Saraiya,Hindi,2018,Romantic,Soul,3.65,75,High,Zee Music Company,0.469,0.667,-7.795,0.0369,0.618,0.000141,0.141,0.266,143.978
Aawaara Angaara,Tere Ishk Mein,Movie,A.R. Rahman;Faheem Abdullah;Irshad Kamil,Hindi,2025,Energetic,Dance,5.19,77,High,T-Series,0.391,0.443,-9.723,0.0788,0.781,0.0000154,0.0694,0.35,76.536
Uyi Amma ,Azaad,Movie,Amit Trivedi;Madhubanti Bagchi;Amitabh Bhattacharya,Hindi,2025,Energetic,Dance,4.23,74,Medium,Zee Music Company,0.723,0.818,-6.563,0.115,0.518,0.00109,0.12,0.826,90.002
Taras,Munjya,Movie,Sachin-Jigar;Jasmine Sandlas;Amitabh Bhattacharya,Hindi,2024,Energetic,Dance,3.15,73,Medium,Zee Music Company,0.74,0.795,-5.6,0.113,0.19,0.00176,0.458,0.647,96.958
Tum Se ,Teri Baaton Mein Aisa Uljha Jiya,Movie,Sachin-Jigar;Raghav Chaitanya;Varun Jain;Indraneel,Hindi,2024,Romantic,Soul,4.4,76,High,T-Series,0.612,0.595,-6.356,0.0331,0.68,0.00000111,0.104,0.435,99.991
Aayi Nai ,Stree 2,Movie,Sachin-Jigar;Pawan Singh;Simran Choudhary;Divya Kumar;Amitabh Bhattacharya,Hindi,2024,Energetic,Dance,2.98,70,Medium,Saregama India Ltd,0.862,0.645,-5.42,0.0418,0.589,0.000535,0.077,0.862,122.998
Aaj Ki Raat ,Stree 2,Movie,Sachin-Jigar;Madhubanti Bagchi;Divya Kumar;Amitabh Bhattacharya,Hindi,2024,Energetic,Dance,3.81,75,High,Saregama India Ltd,0.702,0.853,-5.164,0.0546,0.345,0.00000419,0.126,0.643,116.027
Jaana Samjho Na ,Bhool Bhulaiyaa 3,Movie,Aditya Rikhari;Tulsi Kumar;Lijo George-Dj Chetas,Hindi,2024,Romantic,Soul,3.54,72,Medium,T-Series,0.771,0.527,-7.601,0.0414,0.269,0.00000234,0.108,0.558,99.981
Tumhare Hi Rahenge Hum ,Stree 2,Movie,Sachin-Jigar;Varun Jain;Shilpa Rao;Amitabh Bhattacharya,Hindi,2024,Romantic,Soul,3.83,73,Medium,Saregama India Ltd,0.674,0.516,-8.494,0.0285,0.735,0.00000982,0.0968,0.602,115.005
Pehle Bhi Main,ANIMAL,Movie,Vishal Mishra;Raj Shekhar,Hindi,2023,Romantic,Soul,4.17,74,Medium,T-Series,0.413,0.406,-10.23,0.0353,0.768,0.00000222,0.107,0.281,76.944
Kamariya,Stree,Movie,Aastha Gill;Sachin Sanghvi;Jigar Saraiya;Divya Kumar,Hindi,2018,Energetic,Dance,3.13,73,Medium,T-Series,0.825,0.666,-4.847,0.0554,0.143,0.00000281,0.237,0.763,96.987
Shararat,Dhurandhar,Movie,Shashwat Sachdev;Madhubanti Bagchi;Jasmine Sandlas,Hindi,2025,Energetic,Dance,3.73,77,High,Saregama India Ltd,0.731,0.828,-5.507,0.0703,0.0142,0.0000325,0.0719,0.333,130.955
London Thumakda ,Queen,Movie,Labh Janjua;Sonu Kakkar;Neha Kakkar,Hindi,2017,Energetic,Dance,3.84,60,Medium,T-Series,0.835,0.718,-6.614,0.0816,0.363,0.000919,0.0625,0.64,139.968
AANKH,AANKH,Movie,Sunidhi Chauhan;Rusha & Blizza,Hindi,2024,Energetic,Dance,3.14,62,Medium,Warner Music India,0.625,0.542,-5.848,0.283,0.145,0.00000626,0.133,0.539,96.385
Kala Chashma,Baar Baar Dekho ,Movie,Prem & Hardeep;Amar Arshi;Badshah;Neha Kakkar;Indeep Bakshi;Amrik Singh,Hindi,2016,Energetic,Dance,3.12,65,Medium,Zee Music Company,0.801,0.856,-4.233,0.065,0.0984,0.0000724,0.228,0.919,106.029
Baby Doll ,Ragini Mms 2,Movie,Meet Bros Anjjan;Kanika Kapoor,Hindi,2020,Energetic,Dance,3.56,49,Medium,T-Series,0.836,0.839,-2.975,0.106,0.275,0.00000723,0.181,0.508,103.991
Illegal Weapon 2.0 ,Street Dancer 3D,Movie,Jasmine Sandlas;Garry Sandhu,Hindi,2020,Energetic,Dance,3.14,49,Medium,T-Series,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993
Kar Gayi Chull,Kapoor & Sons (Since 1921) ,Movie,Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,Hindi,2016,Energetic,Dance,3.13,65,Medium,Sony Music Entertainment India Pvt. Ltd.,0.827,0.737,-5.473,0.0764,0.0316,0.000322,0.211,0.873,121.99
Nashe Si Chadh Gayi,Befikre,Movie,Vishal-Shekhar;Arijit Singh;Caralisa Monteiro;Jaideep Sahni,Hindi,2016,Romantic,Soul,3.96,76,High,YRF Music,0.799,0.784,-5.207,0.0519,0.11,0.00000284,0.227,0.26,96.953
Psycho Saiyaan ,Saaho,Movie,Sachet Tandon;Dhvani Bhanushali;Tanishk Bagchi,Hindi,2019,Energetic,Dance,2.77,65,Medium,T-Series,0.785,0.722,-2.604,0.158,0.0363,0.00000424,0.452,0.848,189.857
Coca Cola ,Luka Chuppi,Movie,Tony Kakkar;Neha Kakkar;Young Desi;Tanishk Bagchi,Hindi,2019,Energetic,Dance,2.99,66,Medium,T-Series,0.722,0.867,-3.652,0.0904,0.121,0.0052,0.123,0.893,102.009
Choli Ke Peeche ,Crew,Movie,Diljit Dosanjh;Alka Yagnik;Ila Arun;IP Singh;Akshay & IP,Hindi,2024,Energetic,Dance,2.89,66,Medium,Tips Music Limited,0.749,0.879,-3.588,0.0816,0.204,0.0000309,0.808,0.847,100.039
Dilbar ,Satyameva Jayate,Movie,Neha Kakkar;Dhvani Bhanushali;Ikka;Tanishk Bagchi,Hindi,2018,Energetic,Dance,3.07,71,Medium,T-Series,0.725,0.912,-3.665,0.0851,0.155,0.0000768,0.107,0.674,104.054
Tu Hi Disda ,Bhooth Bangla,Movie,Pritam;Arijit Singh;Nikhita Gandhi;Kumaar,Hindi,2026,Romantic,Soul,4.63,69,Medium,Zee Music Company,0.664,0.809,-4.486,0.0308,0.409,0.00575,0.0605,0.65,114.995
Jaguar,King Of Kings,Movie,M Maddy,Hindi,2026,Energetic,Dance,3.6,30,Low,Songdew,0.807,0.821,-5.136,0.0511,0.106,0.00275,0.0952,0.693,100.007
ICEBOY,,Private,Asal Kolaar;SHIV PAUL,Tamil,2026,Energetic,Dance,3.23,69,Medium,Mass Appeal,0.768,0.526,-12.779,0.33,0.418,0.00316,0.254,0.922,161.894
Maname,,Private,Sarah Black,Tamil,2026,Calm,Acoustic,2.43,70,Medium,sarahblack2314,0.442,0.212,-11.41,0.0497,0.884,0,0.109,0.363,83.575
IMAYE,,Private,Shabir Sulthan;Srinisha Jayaseelan;Roshan Jamrock,Tamil,2026,Romantic,Soul,3.37,64,Medium,Shabir Music Asia,0.563,0.749,-6.516,0.115,0.124,0.00000825,0.154,0.322,153.956
Maayam Neeyadi,,Private,Harsha Vardhan;Sublahshini;Vivek,Tamil,2026,Romantic,Soul,2.94,54,Medium,Harsha Vardhan,0.528,0.428,-10.569,0.0505,0.792,0.00000726,0.166,0.576,163.862
POCHA ,,Private,Sublahshini;Anand Kashinath,Tamil,2026,Energetic,Dance,3.55,41,Medium,Cheers Music,0.721,0.631,-9.665,0.0562,0.0165,0,0.187,0.63,140.002
7tb Kaadhal,,Private,Sanjay Subrahmanyan;Santhosh Dhayanidhi;Madhan Karky,Tamil,2026,Romantic,Soul,4.52,21,Low,Sanjay Subrahmanyan,0.624,0.5,-10.151,0.0483,0.81,0.000667,0.101,0.238,139.929
Kaadhal Yaathiriye ,,Private,rudh;Sanjeeta Bhattacharya;Thamizh Aadhavan,Tamil,2026,Romantic,Soul,3.17,50,Medium,Think Music,0.607,0.864,-6.473,0.152,0.265,0.0000127,0.182,0.585,95.042
Yaen,,Private,Abhay Jodhpurkar;Varsha Gopinath;NZM,Tamil,2026,Sad,Blues,3.84,20,Low,RaaCho Music,0.61,0.549,-8.535,0.0298,0.374,0.0357,0.0857,0.266,109.933
Orey Oru Life,,Private,Anoop Sankar,Tamil,2026,Calm,Acoustic,3.99,22,Low,Star Music,0.673,0.414,-12.7,0.0322,0.141,0.00271,0.293,0.337,95.058
Thendralil ,,Private,Charulatha Mani,Tamil,2026,Calm,Acoustic,4.6,26,Low,Loopd,0.651,0.465,-9.515,0.0305,0.134,0.0000023,0.261,0.394,120.032
Raajabhodai,,Private,Srivijay Ragavan;Sri Jeyanthan,Tamil,2026,Energetic,Dance,3.64,17,Low,Srivijay Ragavan,0.627,0.522,-8.434,0.0275,0.559,0,0.0993,0.378,109.987
LOVE UNDANATHE,,Private,KARTHI;Sreejith Edavana,Tamil,2026,Romantic,Soul,4.04,18,Low,Sreejith Edavana Records,0.455,0.419,-14.279,0.0943,0.39,0.000293,0.215,0.545,95.041
Oyaamaley,,Private,Adithya RK;Samanwitha Prashanth;A K PRRIYAN;Sowhmya Rajesh,Tamil,2026,Romantic,Soul,3.25,22,Low,Sun Surya Music,0.622,0.769,-6.309,0.101,0.376,0.00225,0.717,0.589,150.015
Fancy Store ,,Private,ofRO;Kelithee,Tamil,2026,Happy,Pop,3.29,37,Low,Atti Culture,0.556,0.53,-7.8,0.377,0.186,0.0000211,0.369,0.26,85.276
ANBIYE,,Private,Benny Dayal;Rozario;Pa Hariharan,Tamil,2026,Romantic,Soul,3.05,17,Low,Handpick Records,0.666,0.663,-6.823,0.232,0.148,0.0572,0.0884,0.549,174.016
Naa Enna Pannen,,Private,Saisharan,Tamil,2026,Sad,Blues,3.07,21,Low,Noizbloc Private Limited,0.502,0.457,-7.649,0.0287,0.742,0,0.0884,0.335,82.091
Vizhiyale ,,Private,Naveed Rehman;Saindhavi,Tamil,2026,Romantic,Soul,4,17,Low,Universal Music India Pvt Ltd. – Distribution,0.618,0.304,-11.959,0.0338,0.798,0,0.0952,0.575,120.12
Neeyedhan,,Private,NV Vigneshwer Karthik;Alexandra Joy,Tamil,2026,Romantic,Soul,3.06,20,Low,NV Records,0.674,0.441,-7.739,0.0868,0.367,0.00000417,0.0781,0.834,180.185
Smitas Bhimavaram Beat (Tamil),,Private,Noel Sean;Smita,Tamil,2026,Happy,Pop,3.42,17,Low,Aditya Music (India) Pvt Ltd,0.489,0.875,-9.559,0.204,0.41,0.252,0.34,0.652,82.488
"Kadhol - From ""Think Indie""",,Private,Urban Thozha;Praveen PKP,Tamil,2026,Romantic,Soul,2.3,26,Low,Think Music,0.853,0.847,-5.125,0.0575,0.55,0.314,0.0499,0.972,114.975
Maalai Pozhudhil,,Private,Sathyaprakash,Tamil,2026,Calm,Acoustic,4.18,15,Low,Sathyaprakash,0.613,0.525,-8.672,0.0423,0.778,0.0265,0.102,0.536,85.037
Hey Raasathi,,Private,Samson P Moses;Sam Vishal,Tamil,2026,Romantic,Soul,4.49,12,Low,Saregama India Ltd,0.635,0.606,-6.096,0.0401,0.359,0.0203,0.069,0.712,81.995
Theeradha,,Private,Luksimi Sivaneswaralingam,Tamil,2026,Sad,Blues,3.44,15,Low,Luksimi Sivaneswaralingam,0.663,0.498,-9.73,0.0615,0.59,0.0834,0.227,0.214,99.974
Feeka,,Private,gini;NEVERSOBER,Hindi,2026,Sad,Blues,2.73,53,Medium,Sony Music India / Brown,0.677,0.464,-5.413,0.0336,0.657,0,0.0788,0.518,79.992
Na Jaaney Kyun,,Private,Midival Punditz;Papon,Hindi,2026,Calm,Acoustic,3.3,40,Medium,Gravity Sounds,0.56,0.449,-11.474,0.0492,0.243,0.000949,0.0714,0.568,79.954
Dil Se,,Private,Yawar Abdal,Hindi,2026,Romantic,Soul,4.29,46,Medium,Universal Music India Pvt Ltd.,0.44,0.508,-9.611,0.0411,0.677,0.0011,0.388,0.358,144.005
Zarii,,Private,rohh;Mr. Doss;Prateeksha Srivastava,Hindi,2026,Romantic,Soul,2.85,38,Low,Graduation,0.516,0.361,-9.495,0.084,0.426,0.0159,0.0832,0.293,159.829
Aasmani,,Private,Samad Khan,Hindi,2026,Calm,Acoustic,3.33,57,Medium,Universal Music India Pvt Ltd.,0.764,0.505,-7.261,0.0353,0.723,0.00159,0.088,0.651,111.99
Mere Qareeb,,Private,Neyhal;Ramil Ganjoo,Hindi,2026,Romantic,Soul,3.74,36,Low,Universal Music India Pvt Ltd.,0.629,0.484,-6.747,0.0384,0.18,0.00000186,0.0992,0.341,109.992
Chand Takiye,,Private,Ankur Tewari;Kausar Munir,Hindi,2026,Calm,Acoustic,3.47,32,Low,Ankur Tewari,0.664,0.274,-10.484,0.0357,0.8,0.422,0.106,0.225,139.865
Angane,,Private,Reyan;Melvin;ThirumaLi;ThudWiser,Malayalam,2026,Happy,Pop,4.04,41,Medium,MHB Records,0.493,0.582,-6.959,0.116,0.0182,0,0.135,0.718,127.928
Luv Panlam,,Private,Zaran;Retro,Tamil,2026,Happy,Pop,2.24,24,Low,ZMG,0.456,0.44,-9.349,0.0654,0.863,0.000276,0.134,0.637,132.99
Paatha Edathila,,Private,808Krshna;Sublahshini;Adesh Krishna,Tamil,2026,Energetic,Dance,3.22,50,Medium,Universal Music India Pvt Ltd.,0.699,0.659,-5.479,0.161,0.477,0.00000823,0.0988,0.537,125.119
Waistline (Bonus),,Private,Clickz;3D Sound,Tamil,2026,Happy,Pop,2.2,37,Low,3d Sound,0.645,0.613,-10.703,0.0322,0.0664,0.00118,0.556,0.548,104.037
Nonsense,,Private,ThirumaLi;Elisha Abraham;S. Janaki;Jay Stellar;Ilaiyaraaja,Tamil,2026,Energetic,Dance,3.03,28,Low,Saregama India Ltd,0.774,0.827,-5.511,0.133,0.067,0.000109,0.16,0.407,99.006
2033 (Bonus),,Private,Clickz;3D Sound;BSP,Tamil,2026,Happy,Pop,2.04,31,Low,3d Sound,0.417,0.676,-8.68,0.0492,0.0166,0.0247,0.179,0.514,91.36
manase,,Private,cavya sound;Pritt;dilushselva,Tamil,2026,Romantic,Soul,3.51,44,Medium,cavya sound,0.618,0.702,-8.187,0.0557,0.0755,0.0489,0.11,0.185,105.033
Dhiruthi,,Private,Reyan,Tamil,2026,Calm,Acoustic,2.43,46,Medium,VYZE X TMG,0.732,0.529,-6.23,0.134,0.768,0.0779,0.111,0.704,101.994
Luv Panlam 2.0,,Private,PravZ;Zaran;Retro,Tamil,2026,Happy,Pop,2,32,Low,PravZ,0.63,0.725,-8.694,0.081,0.227,0.0179,0.24,0.555,100
Maayam (feat. Pritt),,Private,Arthi;Pritt;Lamsi,Tamil,2026,Romantic,Soul,2.98,35,Low,FABRICLIVE.,0.654,0.897,-5.188,0.0648,0.0504,0.803,0.32,0.778,139.968
Urimena,,Private,Priyesh Mothukuri;Raazi,Telugu,2022,Romantic,Soul,3.33,48,Medium,AUDIO CASSETTE RECORDS,0.598,0.456,-9.257,0.029,0.676,0,0.0839,0.539,119.944
Niluvanivvade,,Private,Vijai Bulganin,Telugu,2026,Romantic,Soul,5.45,52,Medium,Vijai Bulganin,0.646,0.818,-4.944,0.0631,0.186,0.0502,0.189,0.532,84.989
Oh Kshnam Navvune Visuru,,Private,Meghana;Vijai Bulganin,Telugu,2021,Romantic,Soul,4.11,49,Medium,MRT Music,0.664,0.416,-11.879,0.0596,0.381,0.00000654,0.0916,0.443,93.986
Emone,,Private,Vijai Bulganin;Aditi Bhavaraju,Telugu,2023,Romantic,Soul,5.47,51,Medium,Vijai Bulganin,0.663,0.441,-9.225,0.0345,0.767,0.00000459,0.135,0.347,133.965
Malupu,,Private,Manish Kumar,Telugu,2021,Sad,Blues,4.94,47,Medium,Infinitum Music,0.534,0.601,-7.716,0.0283,0.198,0,0.0849,0.42,139.96
Ayyayyo,,Private,The Fantasia Men;Suresh Banisetti,Telugu,2023,Sad,Blues,4.5,42,Medium,Sony Music Entertainment India Pvt. Ltd.,0.542,0.54,-6.934,0.0311,0.372,0,0.184,0.449,115.043
The Student Anthem,,Private,Anivee;Inno Genga;Sambhavam,Telugu,2023,Energetic,Dance,3.02,28,Low,Infinitum Music,0.96,0.924,-8.202,0.172,0.323,0.000395,0.304,0.649,123.986
Toyiba,,Private,Vijai Bulganin,Telugu,2021,Romantic,Soul,4.91,36,Low,Vijai Bulganin,0.771,0.836,-7.334,0.113,0.461,0.0000525,0.181,0.413,107.976
Lollipop,,Private,Sid Sriram,Telugu,2022,Romantic,Soul,5.48,44,Medium,Imagespark Entertainment LLP,0.612,0.562,-7.247,0.043,0.343,0.00000113,0.126,0.392,79.982
Ammadi,,Private,Nutana Mohan;Vijai Bulganin,Telugu,2021,Romantic,Soul,5.52,0,Low,Tamada Media Pvt Ltd,0.719,0.564,-10.994,0.0539,0.306,0.0000696,0.0941,0.531,107.95
Myra,,Private,Vijai Bulganin;Sindhuja Srinivasan,Telugu,2023,Romantic,Soul,4.35,35,Low,Vijai Bulganin,0.733,0.607,-9.637,0.0354,0.791,0.0000111,0.07,0.53,108
Yemaiundacho,,Private,Vijai Bulganin,Telugu,2022,Sad,Blues,5.43,54,Medium,Sony Music Entertainment India Pvt. Ltd.,0.69,0.589,-8.603,0.0313,0.146,0,0.102,0.464,119.98
Oh Pilla,,Private,Haricharan;Harini Ivaturi;The Fantasia Men,Telugu,2022,Romantic,Soul,5.14,44,Medium,Imagespark Entertainment LLP,0.583,0.662,-6.889,0.0372,0.471,0,0.615,0.33,130.98
Vennela,,Private,Vijai Bulganin;Sindhuja Srinivasan;Adithya RK,Telugu,2023,Romantic,Soul,5.4,39,Low,Vijai Bulganin,0.416,0.532,-10.298,0.0342,0.621,0.00853,0.109,0.475,104.947
MAYA CHESESAVE,,Private,Afroz Ali;Syed Sohel Ryan;Lavanya Anthanna;CNU BEATS,Telugu,2022,Romantic,Soul,3.81,46,Medium,Afroz Ali,0.588,0.511,-10.676,0.0418,0.149,0,0.156,0.33,150.055
Neetho Unta,,Private,Ajay Arasada,Telugu,2021,Romantic,Soul,3.84,49,Medium,Infinitum Music,0.619,0.523,-6.931,0.0264,0.409,0,0.104,0.487,86.02
Priyathama,,Private,Sekhar Chandhra;Sid Sriram,Telugu,2022,Romantic,Soul,3.69,56,Medium,Aditya Music,0.335,0.536,-6.873,0.0485,0.327,0.00000314,0.567,0.19,195.068
Gayam Chesesave,,Private,Ishaq Vali;Kalyan Nayak,Telugu,2019,Sad,Blues,5.05,42,Medium,Various Artists,0.779,0.521,-8.001,0.0283,0.774,0.00395,0.129,0.371,119.998
Memem Chesamu Preminchesamu,,Private,Bharath Bandaru;Rohini Rachel,Telugu,2019,Happy,Pop,1.71,46,Medium,Anwitha Creations,0.355,0.479,-8.883,0.0537,0.941,0.000003,0.111,0.578,183.855
Manasa Nuvvu Vinava,,Private,Priyesh Mothukuri;Raazi,Telugu,2022,Romantic,Soul,3.25,43,Medium,AUDIO CASSETTE RECORDS,0.539,0.333,-11.404,0.033,0.918,0.000706,0.117,0.483,120.217
GANGA RAAJU,,Private,Vanila Gujjeti;Hanumanth Yadav,Telugu,2025,Energetic,Dance,4.1,55,Medium,Mas Dj Songs,0.783,0.853,-8.858,0.149,0.542,0.000209,0.318,0.916,77.514
Pori Rayee Jathara,,Private,Prabha,Telugu,2026,Energetic,Dance,4.66,58,Medium,TARAK BEATS,0.94,0.966,-2.286,0.176,0.632,0.0115,0.254,0.859,134.035
Raindance (feat. Tems),,Private,Dave;Tems,English,2025,Happy,Pop,3.66,96,High,Neighbourhood,0.796,0.741,-6.815,0.0789,0.236,0.0619,0.103,0.249,107
Pavazha Malli ,,Private,Sai Abhyankkar;Shruti Haasan;Vivek,Tamil,2026,Romantic,Soul,4.21,85,High,Think Music,0.481,0.795,-6.398,0.134,0.413,0.0000771,0.187,0.75,139.047
Khat,,Private,Navjot Ahuja,Hindi,2025,Sad,Blues,4.94,86,High,EYP Creations,0.593,0.413,-10.334,0.0352,0.765,0.000232,0.11,0.123,134.989
Finding Her,,Private,Kushagra;Bharath;Saaheal,Hindi,2025,Romantic,Soul,3.45,86,High,EYP Creations,0.558,0.378,-6.419,0.0526,0.894,0.00000232,0.0799,0.44,170.195
Bairan,,Private,Banjaare,Hindi,2026,Sad,Blues,2.51,90,High,Sony Music India / Brown,0.663,0.605,-7.028,0.0354,0.0954,0.00000509,0.253,0.481,139.88
Sahiba,,Private,Aditya Rikhari,Hindi,2023,Romantic,Soul,3.17,86,High,T-Series,0.675,0.432,-9.076,0.0332,0.551,0,0.0772,0.431,100.007
CHANEL,,Private,Tyla,English,2025,Happy,Pop,3.13,86,High,Epic,0.861,0.77,-4.977,0.0529,0.133,0,0.446,0.883,114.958
Haseen,,Private,Talwiinder;NDS;Rippy Grewal,Hindi,2025,Romantic,Soul,2.91,81,High,Talwiinder,0.461,0.455,-6.819,0.16,0.775,0,0.104,0.397,175.669
death bed (coffee for your head),,Private,Powfu;beabadoobee,English,2020,Sad,Blues,2.89,83,High,Columbia,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026
Aasa Kooda ,,Private,Sai Abhyankkar;Sai Smriti,Tamil,2024,Romantic,Soul,3.59,74,Medium,Think Music,0.675,0.537,-9.401,0.0352,0.48,0.00112,0.12,0.534,98.003
Sithira Puthiri ,,Private,Sai Abhyankkar;Vivek,Tamil,2025,Romantic,Soul,3.77,70,Medium,Think Music,0.467,0.723,-7.539,0.146,0.247,0,0.364,0.316,105.093
Katchi Sera ,,Private,Sai Abhyankkar,Tamil,2024,Energetic,Dance,3.03,72,Medium,Think Music,0.765,0.642,-8.48,0.115,0.243,0.00104,0.339,0.822,148.465
KALYANI,,Private,ARJN;KDS;FIFTY4;RONN,Malayalam,2025,Happy,Pop,3.91,78,High,Universal Music India Pvt Ltd.,0.632,0.726,-7.5,0.192,0.415,0.0327,0.102,0.436,195.917
Paro,,Private,Aditya Rikhari;UNPLG'd,Hindi,2024,Romantic,Soul,1.17,79,High,Universal Music India Pvt Ltd.,0.694,0.292,-9.85,0.139,0.907,0,0.143,0.733,150.495
bargad,,Private,sufr;Arpit Bala;toorjo dey,Hindi,2025,Calm,Acoustic,2.92,75,High,Sony Music India / Brown,0.378,0.715,-4.303,0.224,0.294,0,0.331,0.6,76.244
Dekha Hi Nahi,,Private,Osho Jain,Hindi,2024,Sad,Blues,3.68,71,Medium,Osho Jain,0.569,0.221,-12.755,0.0595,0.791,0,0.101,0.384,156.24
Co2,,Private,Prateek Kuhad,Hindi,2022,Sad,Blues,2.73,72,Medium,Elektra (NEK),0.533,0.678,-5.244,0.0256,0.663,0,0.145,0.683,80.96
Baarishein,,Private,Anuv Jain,Hindi,2018,Romantic,Soul,3.46,76,High,Universal Music India Pvt. Ltd. (on behalf of Anuv Jain),0.476,0.124,-9.463,0.0443,0.927,0,0.0972,0.19,94.299
Husn,,Private,Anuv Jain,Hindi,2023,Romantic,Soul,3.63,78,High,Universal Music India Pvt. Ltd. (on behalf of Anuv Jain),0.527,0.376,-9.974,0.0298,0.682,0,0.142,0.24,151.928
Dhundhala,,Private,Yashraj;Dropped Out;Talwiinder,Hindi,2022,Sad,Blues,3.04,71,Medium,Universal Music India Pvt. Ltd. (on behalf of Yashraj),0.641,0.449,-9.568,0.162,0.133,0.0000639,0.139,0.491,99.899
Paaro,,Private,Aditya Rikhari,Hindi,2024,Romantic,Soul,2.55,72,Medium,Universal Music India Pvt Ltd.,0.623,0.424,-10.633,0.0665,0.552,0.0000033,0.167,0.425,140.052
Aarzu,,Private,Noor;Khan;Madhurxo,Hindi,2025,Romantic,Soul,3.13,79,High,Universal Music India Pvt Ltd.,0.694,0.384,-12.613,0.146,0.673,0.0024,0.356,0.377,105.019
Zulfein,,Private,Mehul Mahesh;Dj AYnik,Hindi,2025,Romantic,Soul,3.31,74,Medium,Beatop Records,0.895,0.562,-5.41,0.075,0.0656,0.000898,0.0926,0.561,99.015
Thattukolede,,Private,Vijai Bulganin;Sindhuja Srinivasan,Telugu,2021,Romantic,Soul,4.74,62,Medium,MRT Music,0.652,0.477,-10.388,0.0325,0.428,0,0.131,0.325,129.985
Vellake,,Private,Bharatt-Saurabh;Yazin Nizar;Anirudh Ravichander;Suresh Banisetti,Telugu,2023,Happy,Pop,3.63,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.652,0.626,-7.619,0.0339,0.684,0.0000181,0.152,0.444,147.03
Malle Chettu,,Private,Boddu Dilip Kumar;Kalyan Keys,Telugu,2026,Calm,Acoustic,5.49,64,Medium,Anjana Music,0.617,0.916,-5.572,0.0881,0.319,0.0000105,0.0694,0.815,176.93
Mamidi Konala Meena Mabbulemo Nilichinayi,,Private,Madhu Priya;Nagavva chunchu;Kalyan Keys,Telugu,2026,Happy,Pop,4.06,64,Medium,Hamara Villages,0.727,0.965,-1.525,0.113,0.632,0,0.362,0.861,143.942
Vari Vari (Unna Kaadhaliche),,Private,Dhee;Santhosh,Telugu,2026,Romantic,Soul,3.36,67,Medium,Visva Records,0.805,0.522,-6.66,0.217,0.677,0.0000692,0.134,0.695,120.667
Nimmathota Vanamulo DJ,,Private,Singer Prabha,Telugu,2025,Energetic,Dance,4,60,Medium,N Music,0.773,0.99,-0.837,0.0914,0.0914,0.736,0.064,0.843,138.026
Nenjin Ezhuth,,Private,Adarsh Krishnan N;Vidya Lakshmi G,Tamil,2022,Romantic,Soul,3.82,65,Medium,Sony Music Entertainment India Pvt. Ltd.,0.522,0.533,-10.352,0.0369,0.806,0.0000245,0.0939,0.355,133.989
Maara Makka ,,Private,rudh,Tamil,2025,Energetic,Dance,2.73,60,Medium,Think Music,0.68,0.634,-9.346,0.331,0.788,0.0000545,0.217,0.625,132.195
Orasaadha - Madras Gig,,Private,Vivek - Mervin;Ku Karthik,Tamil,2018,Romantic,Soul,3.93,68,Medium,Sony Music Entertainment India Pvt. Ltd.,0.587,0.776,-4.892,0.0807,0.141,0,0.109,0.606,159.906
Pogiren,,Private,Mugen Rao;Prashan Sean,Tamil,2017,Sad,Blues,4.06,61,Medium,Irama Bayu Production,0.455,0.774,-7.744,0.0569,0.843,0,0.131,0.215,142.032
